example_id,movie_name,conversation_id,utterance_id,speaker_name,listener_name,context_6_turns,current_text,final_power_dynamic,final_respect_level,judge1_power_dynamic,judge2_power_dynamic,judge1_respect_level,judge2_respect_level
dead poets society__conv_L157844__utt_L157845,dead poets society,L157844,L157845,TODD,NEIL,1. NEIL: You should come to rehearsals.  I know they need people to work the lights and stuff.,No thanks.,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
dead poets society__conv_L157844__utt_L157846,dead poets society,L157844,L157846,NEIL,TODD,"1. NEIL: You should come to rehearsals.  I know they need people to work the lights and stuff.
2. TODD to NEIL: No thanks.",Lots of girls.  The girl who plays Hermia is incredible.,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
dead poets society__conv_L157844__utt_L157847,dead poets society,L157844,L157847,TODD,NEIL,"1. NEIL: You should come to rehearsals.  I know they need people to work the lights and stuff.
2. TODD to NEIL: No thanks.
3. NEIL to TODD: Lots of girls.  The girl who plays Hermia is incredible.",I'll come to the performance.,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
dead poets society__conv_L157844__utt_L157848,dead poets society,L157844,L157848,NEIL,TODD,"1. NEIL: You should come to rehearsals.  I know they need people to work the lights and stuff.
2. TODD to NEIL: No thanks.
3. NEIL to TODD: Lots of girls.  The girl who plays Hermia is incredible.
4. TODD to NEIL: I'll come to the performance.",Chicken shit.  Where were we?,roughly_equal_power,low_respect,roughly_equal_power,roughly_equal_power,low_respect,low_respect
dead poets society__conv_L157844__utt_L157849,dead poets society,L157844,L157849,TODD,NEIL,"1. NEIL: You should come to rehearsals.  I know they need people to work the lights and stuff.
2. TODD to NEIL: No thanks.
3. NEIL to TODD: Lots of girls.  The girl who plays Hermia is incredible.
4. TODD to NEIL: I'll come to the performance.
5. NEIL to TODD: Chicken shit.  Where were we?","Yea, art thou there?",roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
dead poets society__conv_L157844__utt_L157850,dead poets society,L157844,L157850,NEIL,TODD,"1. NEIL: You should come to rehearsals.  I know they need people to work the lights and stuff.
2. TODD to NEIL: No thanks.
3. NEIL to TODD: Lots of girls.  The girl who plays Hermia is incredible.
4. TODD to NEIL: I'll come to the performance.
5. NEIL to TODD: Chicken shit.  Where were we?
6. TODD to NEIL: Yea, art thou there?",Put more into it!,,,roughly_equal_power,roughly_equal_power,low_respect,neutral_respect
dead poets society__conv_L157844__utt_L157851,dead poets society,L157844,L157851,TODD,NEIL,"1. TODD to NEIL: No thanks.
2. NEIL to TODD: Lots of girls.  The girl who plays Hermia is incredible.
3. TODD to NEIL: I'll come to the performance.
4. NEIL to TODD: Chicken shit.  Where were we?
5. TODD to NEIL: Yea, art thou there?
6. NEIL to TODD: Put more into it!","YEA, ART THOU THERE?!",roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
dead poets society__conv_L157844__utt_L157852,dead poets society,L157844,L157852,NEIL,TODD,"1. NEIL to TODD: Lots of girls.  The girl who plays Hermia is incredible.
2. TODD to NEIL: I'll come to the performance.
3. NEIL to TODD: Chicken shit.  Where were we?
4. TODD to NEIL: Yea, art thou there?
5. NEIL to TODD: Put more into it!
6. TODD to NEIL: YEA, ART THOU THERE?!","That's it!  ""Follow my voice.  We'll try no manhood here.""  See you at dinner.",roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
dead poets society__conv_L157853__utt_L157853,dead poets society,L157853,L157853,NEIL,,,Father!,listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
dead poets society__conv_L157853__utt_L157854,dead poets society,L157853,L157854,MR. PERRY,NEIL,1. NEIL: Father!,"Neil, you are going to quit this ridiculous play immediately.",speaker_higher_power,low_respect,speaker_higher_power,speaker_higher_power,low_respect,low_respect
dead poets society__conv_L157853__utt_L157855,dead poets society,L157853,L157855,NEIL,MR. PERRY,"1. NEIL: Father!
2. MR. PERRY to NEIL: Neil, you are going to quit this ridiculous play immediately.","Father, I--",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
dead poets society__conv_L157856__utt_L157856,dead poets society,L157856,L157856,MR. PERRY,,,Don't you dare talk back to me!  It's bad enough that you've wasted your time with this absurd acting business.  But you deliberately deceived me!  Who put this in your head? How did you expect to get away with it? Answer me!,speaker_higher_power,low_respect,speaker_higher_power,speaker_higher_power,low_respect,low_respect
dead poets society__conv_L157856__utt_L157857,dead poets society,L157856,L157857,NEIL,MR. PERRY,1. MR. PERRY: Don't you dare talk back to me!  It's bad enough that you've wasted your time with this absurd acting business.  But you deliberately deceived me!  Who put this in your head? How did you expect to get away with it? Answer me!,Nobody-  I thought I'd surprise you. I've got all As and-,,,listener_higher_power,listener_higher_power,high_respect,neutral_respect
dead poets society__conv_L157856__utt_L157858,dead poets society,L157856,L157858,MR. PERRY,NEIL,"1. MR. PERRY: Don't you dare talk back to me!  It's bad enough that you've wasted your time with this absurd acting business.  But you deliberately deceived me!  Who put this in your head? How did you expect to get away with it? Answer me!
2. NEIL to MR. PERRY: Nobody-  I thought I'd surprise you. I've got all As and-","Did you really think I wouldn't find out?!  ""My niece is in a play with your son,"" Mrs. Marks says.  ""You must be mistaken,"" I say.  ""My son isn't in a play.""  You made a liar out of me, Neil! Now you will go tomorrow and tell them you are quitting.",speaker_higher_power,low_respect,speaker_higher_power,speaker_higher_power,low_respect,low_respect
dead poets society__conv_L157856__utt_L157859,dead poets society,L157856,L157859,NEIL,MR. PERRY,"1. MR. PERRY: Don't you dare talk back to me!  It's bad enough that you've wasted your time with this absurd acting business.  But you deliberately deceived me!  Who put this in your head? How did you expect to get away with it? Answer me!
2. NEIL to MR. PERRY: Nobody-  I thought I'd surprise you. I've got all As and-
3. MR. PERRY to NEIL: Did you really think I wouldn't find out?!  ""My niece is in a play with your son,"" Mrs. Marks says.  ""You must be mistaken,"" I say.  ""My son isn't in a play.""  You made a liar out of me, Neil! Now you will go tomorrow and tell them you are quitting.","Father, I have the main part.  The performance is tomorrow night.  Father, please.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
dead poets society__conv_L157856__utt_L157860,dead poets society,L157856,L157860,MR. PERRY,NEIL,"1. MR. PERRY: Don't you dare talk back to me!  It's bad enough that you've wasted your time with this absurd acting business.  But you deliberately deceived me!  Who put this in your head? How did you expect to get away with it? Answer me!
2. NEIL to MR. PERRY: Nobody-  I thought I'd surprise you. I've got all As and-
3. MR. PERRY to NEIL: Did you really think I wouldn't find out?!  ""My niece is in a play with your son,"" Mrs. Marks says.  ""You must be mistaken,"" I say.  ""My son isn't in a play.""  You made a liar out of me, Neil! Now you will go tomorrow and tell them you are quitting.
4. NEIL to MR. PERRY: Father, I have the main part.  The performance is tomorrow night.  Father, please.","I don't care if the world is coming to an end tomorrow night, you are through with that play!  Is that clear?  Is that clear!",speaker_higher_power,low_respect,speaker_higher_power,speaker_higher_power,low_respect,low_respect
dead poets society__conv_L157856__utt_L157861,dead poets society,L157856,L157861,NEIL,MR. PERRY,"1. MR. PERRY: Don't you dare talk back to me!  It's bad enough that you've wasted your time with this absurd acting business.  But you deliberately deceived me!  Who put this in your head? How did you expect to get away with it? Answer me!
2. NEIL to MR. PERRY: Nobody-  I thought I'd surprise you. I've got all As and-
3. MR. PERRY to NEIL: Did you really think I wouldn't find out?!  ""My niece is in a play with your son,"" Mrs. Marks says.  ""You must be mistaken,"" I say.  ""My son isn't in a play.""  You made a liar out of me, Neil! Now you will go tomorrow and tell them you are quitting.
4. NEIL to MR. PERRY: Father, I have the main part.  The performance is tomorrow night.  Father, please.
5. MR. PERRY to NEIL: I don't care if the world is coming to an end tomorrow night, you are through with that play!  Is that clear?  Is that clear!",Yes sir.,listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
dead poets society__conv_L157867__utt_L157867,dead poets society,L157867,L157867,KNOX,,,"We thought it would be good to break old habits, sir.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
dead poets society__conv_L157867__utt_L157868,dead poets society,L157867,L157868,HAGER,KNOX,"1. KNOX: We thought it would be good to break old habits, sir.","What is wrong with old habits, Mr. Overstreet?",speaker_higher_power,neutral_respect,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
dead poets society__conv_L157867__utt_L157869,dead poets society,L157867,L157869,KNOX,HAGER,"1. KNOX: We thought it would be good to break old habits, sir.
2. HAGER to KNOX: What is wrong with old habits, Mr. Overstreet?","They perpetuate mechanical living, sir. They limit your mind.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
dead poets society__conv_L157867__utt_L157870,dead poets society,L157867,L157870,HAGER,KNOX,"1. KNOX: We thought it would be good to break old habits, sir.
2. HAGER to KNOX: What is wrong with old habits, Mr. Overstreet?
3. KNOX to HAGER: They perpetuate mechanical living, sir. They limit your mind.","Mr. Overstreet, I suggest you worry less about breaking old habits and more about developing good study habits.  Do you understand?",speaker_higher_power,neutral_respect,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
dead poets society__conv_L157867__utt_L157871,dead poets society,L157867,L157871,KNOX,HAGER,"1. KNOX: We thought it would be good to break old habits, sir.
2. HAGER to KNOX: What is wrong with old habits, Mr. Overstreet?
3. KNOX to HAGER: They perpetuate mechanical living, sir. They limit your mind.
4. HAGER to KNOX: Mr. Overstreet, I suggest you worry less about breaking old habits and more about developing good study habits.  Do you understand?",Yes sir.,listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
dead poets society__conv_L157867__utt_L157872,dead poets society,L157867,L157872,HAGER,KNOX,"1. KNOX: We thought it would be good to break old habits, sir.
2. HAGER to KNOX: What is wrong with old habits, Mr. Overstreet?
3. KNOX to HAGER: They perpetuate mechanical living, sir. They limit your mind.
4. HAGER to KNOX: Mr. Overstreet, I suggest you worry less about breaking old habits and more about developing good study habits.  Do you understand?
5. KNOX to HAGER: Yes sir.",That goes for all of you.  Now eat with your correct hands.,,,speaker_higher_power,speaker_higher_power,low_respect,neutral_respect
dead poets society__conv_L157873__utt_L157873,dead poets society,L157873,L157873,NEIL,,,Visit from my father.,,,unclear,unclear,unclear,neutral_respect
dead poets society__conv_L157873__utt_L157874,dead poets society,L157873,L157874,TODD,NEIL,1. NEIL: Visit from my father.,Do you have to quit the play?,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
dead poets society__conv_L157873__utt_L157875,dead poets society,L157873,L157875,NEIL,TODD,"1. NEIL: Visit from my father.
2. TODD to NEIL: Do you have to quit the play?",I don't know.,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
dead poets society__conv_L157876__utt_L157876,dead poets society,L157876,L157876,CHARLIE,,,Why don't you talk to Mr. Keating about it?,,,unclear,unclear,neutral_respect,neutral_respect
dead poets society__conv_L157876__utt_L157877,dead poets society,L157876,L157877,NEIL,CHARLIE,1. CHARLIE: Why don't you talk to Mr. Keating about it?,What good will that do?,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
dead poets society__conv_L157876__utt_L157878,dead poets society,L157876,L157878,CHARLIE,NEIL,"1. CHARLIE: Why don't you talk to Mr. Keating about it?
2. NEIL to CHARLIE: What good will that do?",Maybe he'll have some advice.  Maybe he'll even talk to your father.,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
